"","mu1","mu2","choice","reward"
"2170",1,-2,0,0
"2171",13,9,1,10
"2172",13,9,0,14
"2173",13,9,1,9
"2174",13,9,0,12
"2175",13,9,0,15
"2176",13,9,0,13
"2177",13,9,1,10
"2178",13,9,0,13
"2179",13,9,0,12
"2180",13,9,0,13
"2181",1,-1,1,-1
"2182",1,-1,0,1
"2183",1,-1,1,-1
"2184",1,-1,0,1
"2185",1,-1,0,0
"2186",1,-1,0,-1
"2187",1,-1,1,-1
"2188",1,-1,1,-1
"2189",1,-1,0,3
"2190",1,-1,0,1
"2191",-12,-7,0,-11
"2192",-12,-7,1,-6
"2193",-12,-7,1,-7
"2194",-12,-7,0,-12
"2195",-12,-7,1,-8
"2196",-12,-7,1,-6
"2197",-12,-7,1,-8
"2198",-12,-7,1,-6
"2199",-12,-7,1,-7
"2200",-12,-7,0,-11
"2201",-9,-5,0,-9
"2202",-9,-5,1,-4
"2203",-9,-5,1,-5
"2204",-9,-5,0,-11
"2205",-9,-5,1,-5
"2206",-9,-5,1,-7
"2207",-9,-5,1,-6
"2208",-9,-5,1,-4
"2209",-9,-5,1,-7
"2210",-9,-5,1,-6
"2211",12,0,0,11
"2212",12,0,1,0
"2213",12,0,0,14
"2214",12,0,0,12
"2215",12,0,0,12
"2216",12,0,0,12
"2217",12,0,0,12
"2218",12,0,0,12
"2219",12,0,0,13
"2220",12,0,0,12
"2221",1,-10,0,-1
"2222",1,-10,1,-11
"2223",1,-10,0,2
"2224",1,-10,0,2
"2225",1,-10,0,1
"2226",1,-10,0,4
"2227",1,-10,0,1
"2228",1,-10,0,0
"2229",1,-10,0,1
"2230",1,-10,0,0
"2231",3,4,0,2
"2232",3,4,1,4
"2233",3,4,1,3
"2234",3,4,1,2
"2235",3,4,0,3
"2236",3,4,0,4
"2237",3,4,0,2
"2238",3,4,1,3
"2239",3,4,1,4
"2240",3,4,1,4
"2241",2,4,0,1
"2242",2,4,1,2
"2243",2,4,1,4
"2244",2,4,0,2
"2245",2,4,1,6
"2246",2,4,1,5
"2247",2,4,1,5
"2248",2,4,1,2
"2249",2,4,1,4
"2250",2,4,1,3
"2251",8,0,0,9
"2252",8,0,1,0
"2253",8,0,0,9
"2254",8,0,0,9
"2255",8,0,0,9
"2256",8,0,0,9
"2257",8,0,0,8
"2258",8,0,0,7
"2259",8,0,0,7
"2260",8,0,0,8
"2261",5,-7,0,5
"2262",5,-7,1,-7
"2263",5,-7,0,5
"2264",5,-7,0,5
"2265",5,-7,0,6
"2266",5,-7,0,5
"2267",5,-7,0,4
"2268",5,-7,0,6
"2269",5,-7,0,7
"2270",5,-7,0,6
"2271",0,-1,0,1
"2272",0,-1,1,0
"2273",0,-1,0,2
"2274",0,-1,1,-1
"2275",0,-1,0,1
"2276",0,-1,0,2
"2277",0,-1,0,1
"2278",0,-1,0,-2
"2279",0,-1,0,0
"2280",0,-1,0,-2
"2281",-2,-10,1,-11
"2282",-2,-10,0,-2
"2283",-2,-10,0,-3
"2284",-2,-10,0,-4
"2285",-2,-10,0,-2
"2286",-2,-10,0,-2
"2287",-2,-10,0,-2
"2288",-2,-10,0,-3
"2289",-2,-10,0,-2
"2290",-2,-10,0,-1
"2291",1,-7,0,-1
"2292",1,-7,1,-7
"2293",1,-7,0,1
"2294",1,-7,0,1
"2295",1,-7,0,1
"2296",1,-7,0,1
"2297",1,-7,0,1
"2298",1,-7,0,0
"2299",1,-7,0,1
"2300",1,-7,0,1
"2301",3,3,0,1
"2302",3,3,1,5
"2303",3,3,1,3
"2304",3,3,1,3
"2305",3,3,1,3
"2306",3,3,1,3
"2307",3,3,1,2
"2308",3,3,1,4
"2309",3,3,1,5
"2310",3,3,1,5
"2311",-5,7,0,-5
"2312",-5,7,1,8
"2313",-5,7,1,7
"2314",-5,7,1,7
"2315",-5,7,1,7
"2316",-5,7,1,7
"2317",-5,7,1,7
"2318",-5,7,1,6
"2319",-5,7,1,7
"2320",-5,7,1,7
"2321",2,-3,1,-3
"2322",2,-3,0,2
"2323",2,-3,0,0
"2324",2,-3,0,1
"2325",2,-3,0,3
"2326",2,-3,0,2
"2327",2,-3,0,0
"2328",2,-3,0,1
"2329",2,-3,0,3
"2330",2,-3,0,3
"2331",4,-4,0,6
"2332",4,-4,1,-3
"2333",4,-4,0,3
"2334",4,-4,0,5
"2335",4,-4,0,4
"2336",4,-4,0,3
"2337",4,-4,0,6
"2338",4,-4,0,3
"2339",4,-4,0,4
"2340",4,-4,0,4
"2341",-5,14,0,-4
"2342",-5,14,1,16
"2343",-5,14,1,15
"2344",-5,14,1,13
"2345",-5,14,1,15
"2346",-5,14,1,15
"2347",-5,14,1,15
"2348",-5,14,1,15
"2349",-5,14,1,15
"2350",-5,14,1,16
"2351",-4,6,1,7
"2352",-4,6,0,-4
"2353",-4,6,1,7
"2354",-4,6,1,6
"2355",-4,6,1,7
"2356",-4,6,1,5
"2357",-4,6,1,5
"2358",-4,6,1,5
"2359",-4,6,1,5
"2360",-4,6,1,6
"2361",-11,17,1,18
"2362",-11,17,0,-11
"2363",-11,17,1,15
"2364",-11,17,1,19
"2365",-11,17,1,17
"2366",-11,17,1,16
"2367",-11,17,1,17
"2368",-11,17,1,16
"2369",-11,17,1,17
"2370",-11,17,1,15
"2371",1,4,1,4
"2372",1,4,0,1
"2373",1,4,1,3
"2374",1,4,1,4
"2375",1,4,1,3
"2376",1,4,0,1
"2377",1,4,1,5
"2378",1,4,1,4
"2379",1,4,1,4
"2380",1,4,1,5
"2381",1,-10,1,-10
"2382",1,-10,0,2
"2383",1,-10,0,1
"2384",1,-10,0,1
"2385",1,-10,0,1
"2386",1,-10,0,1
"2387",1,-10,0,0
"2388",1,-10,0,2
"2389",1,-10,0,1
"2390",1,-10,0,1
"2391",9,-6,0,9
"2392",9,-6,1,-5
"2393",9,-6,0,10
"2394",9,-6,0,10
"2395",9,-6,0,10
"2396",9,-6,0,7
"2397",9,-6,0,8
"2398",9,-6,0,10
"2399",9,-6,0,10
"2400",9,-6,0,11
"2401",8,-2,1,0
"2402",8,-2,0,7
"2403",8,-2,0,9
"2404",8,-2,0,8
"2405",8,-2,0,6
"2406",8,-2,0,8
"2407",8,-2,0,8
"2408",8,-2,0,7
"2409",8,-2,0,8
"2410",8,-2,0,7
"2411",-7,7,1,5
"2412",-7,7,0,-7
"2413",-7,7,1,8
"2414",-7,7,1,7
"2415",-7,7,1,8
"2416",-7,7,1,8
"2417",-7,7,1,7
"2418",-7,7,1,7
"2419",-7,7,1,7
"2420",-7,7,1,7
"2421",5,-3,1,-3
"2422",5,-3,0,5
"2423",5,-3,0,7
"2424",5,-3,0,5
"2425",5,-3,0,4
"2426",5,-3,0,6
"2427",5,-3,0,4
"2428",5,-3,0,5
"2429",5,-3,0,5
"2430",5,-3,0,4
"2431",0,3,1,3
"2432",0,3,0,1
"2433",0,3,1,4
"2434",0,3,0,0
"2435",0,3,1,2
"2436",0,3,1,2
"2437",0,3,1,3
"2438",0,3,1,2
"2439",0,3,0,-2
"2440",0,3,1,4
"2441",5,-8,1,-9
"2442",5,-8,0,6
"2443",5,-8,0,7
"2444",5,-8,0,4
"2445",5,-8,0,4
"2446",5,-8,0,4
"2447",5,-8,0,4
"2448",5,-8,0,6
"2449",5,-8,0,4
"2450",5,-8,0,6
"2451",9,7,0,8
"2452",9,7,1,6
"2453",9,7,0,10
"2454",9,7,1,7
"2455",9,7,0,9
"2456",9,7,0,10
"2457",9,7,0,10
"2458",9,7,0,9
"2459",9,7,0,7
"2460",9,7,0,11
"2461",-10,5,0,-9
"2462",-10,5,1,5
"2463",-10,5,1,5
"2464",-10,5,1,4
"2465",-10,5,1,6
"2466",-10,5,0,-10
"2467",-10,5,1,5
"2468",-10,5,1,6
"2469",-10,5,1,3
"2470",-10,5,1,5
"2471",29,-9,1,-10
"2472",29,-9,0,30
"2473",29,-9,0,28
"2474",29,-9,0,28
"2475",29,-9,0,28
"2476",29,-9,0,30
"2477",29,-9,0,29
"2478",29,-9,0,29
"2479",29,-9,0,30
"2480",29,-9,0,30
"2481",8,0,0,9
"2482",8,0,1,1
"2483",8,0,0,8
"2484",8,0,0,7
"2485",8,0,0,10
"2486",8,0,0,6
"2487",8,0,0,8
"2488",8,0,0,8
"2489",8,0,0,9
"2490",8,0,0,10
"2491",-4,-7,0,-4
"2492",-4,-7,1,-6
"2493",-4,-7,0,-4
"2494",-4,-7,1,-10
"2495",-4,-7,0,-4
"2496",-4,-7,0,-4
"2497",-4,-7,0,-6
"2498",-4,-7,0,-4
"2499",-4,-7,0,-4
"2500",-4,-7,0,-3
"2501",1,1,0,1
"2502",1,1,1,1
"2503",1,1,0,1
"2504",1,1,1,3
"2505",1,1,1,0
"2506",1,1,0,3
"2507",1,1,0,2
"2508",1,1,0,0
"2509",1,1,1,2
"2510",1,1,1,2
"2511",13,-2,0,12
"2512",13,-2,1,-2
"2513",13,-2,0,12
"2514",13,-2,1,-4
"2515",13,-2,0,12
"2516",13,-2,0,14
"2517",13,-2,0,14
"2518",13,-2,0,14
"2519",13,-2,0,13
"2520",13,-2,0,13
"2521",-1,-9,0,-2
"2522",-1,-9,1,-8
"2523",-1,-9,0,0
"2524",-1,-9,1,-10
"2525",-1,-9,0,1
"2526",-1,-9,0,-1
"2527",-1,-9,0,0
"2528",-1,-9,0,-1
"2529",-1,-9,0,0
"2530",-1,-9,0,-2
"2531",21,7,1,7
"2532",21,7,0,22
"2533",21,7,0,22
"2534",21,7,0,22
"2535",21,7,0,20
"2536",21,7,0,21
"2537",21,7,0,22
"2538",21,7,0,19
"2539",21,7,0,21
"2540",21,7,0,21
"2541",-7,0,0,-6
"2542",-7,0,1,-1
"2543",-7,0,0,-6
"2544",-7,0,1,-2
"2545",-7,0,1,1
"2546",-7,0,1,0
"2547",-7,0,1,0
"2548",-7,0,1,0
"2549",-7,0,1,-1
"2550",-7,0,1,-1
"2551",-11,-3,1,-2
"2552",-11,-3,0,-12
"2553",-11,-3,1,-2
"2554",-11,-3,1,-5
"2555",-11,-3,1,-3
"2556",-11,-3,1,-4
"2557",-11,-3,1,-3
"2558",-11,-3,1,-1
"2559",-11,-3,1,-3
"2560",-11,-3,1,-2
"2561",7,1,1,1
"2562",7,1,0,8
"2563",7,1,0,6
"2564",7,1,0,8
"2565",7,1,0,8
"2566",7,1,0,8
"2567",7,1,0,7
"2568",7,1,0,7
"2569",7,1,0,7
"2570",7,1,0,8
"2571",-14,1,1,3
"2572",-14,1,0,-15
"2573",-14,1,1,1
"2574",-14,1,1,1
"2575",-14,1,1,2
"2576",-14,1,1,0
"2577",-14,1,1,3
"2578",-14,1,1,0
"2579",-14,1,0,-14
"2580",-14,1,1,3
"2581",-3,-6,1,-6
"2582",-3,-6,0,-1
"2583",-3,-6,0,-1
"2584",-3,-6,1,-6
"2585",-3,-6,0,-4
"2586",-3,-6,0,-5
"2587",-3,-6,0,-3
"2588",-3,-6,0,-1
"2589",-3,-6,0,-1
"2590",-3,-6,0,-2
"2591",-5,-4,0,-6
"2592",-5,-4,1,-5
"2593",-5,-4,0,-5
"2594",-5,-4,1,-4
"2595",-5,-4,0,-4
"2596",-5,-4,1,-3
"2597",-5,-4,1,-3
"2598",-5,-4,1,-4
"2599",-5,-4,1,-3
"2600",-5,-4,1,-2
"2601",1,-22,0,3
"2602",1,-22,0,3
"2603",1,-22,1,-23
"2604",1,-22,0,1
"2605",1,-22,0,2
"2606",1,-22,0,2
"2607",1,-22,0,0
"2608",1,-22,0,1
"2609",1,-22,0,1
"2610",1,-22,0,1
"2611",-2,7,0,-3
"2612",-2,7,1,6
"2613",-2,7,1,5
"2614",-2,7,1,7
"2615",-2,7,1,8
"2616",-2,7,1,6
"2617",-2,7,1,7
"2618",-2,7,1,6
"2619",-2,7,1,8
"2620",-2,7,1,7
"2621",0,11,1,13
"2622",0,11,1,11
"2623",0,11,1,10
"2624",0,11,1,12
"2625",0,11,1,10
"2626",0,11,1,11
"2627",0,11,1,11
"2628",0,11,1,9
"2629",0,11,1,11
"2630",0,11,1,12
"2631",8,3,1,3
"2632",8,3,0,8
"2633",8,3,0,7
"2634",8,3,0,7
"2635",8,3,0,9
"2636",8,3,0,9
"2637",8,3,0,8
"2638",8,3,0,9
"2639",8,3,0,9
"2640",8,3,0,8
"2641",-13,9,1,8
"2642",-13,9,1,9
"2643",-13,9,1,10
"2644",-13,9,1,9
"2645",-13,9,1,11
"2646",-13,9,1,9
"2647",-13,9,1,10
"2648",-13,9,1,8
"2649",-13,9,1,8
"2650",-13,9,1,9
"2651",-17,7,1,8
"2652",-17,7,0,-17
"2653",-17,7,1,6
"2654",-17,7,1,7
"2655",-17,7,1,5
"2656",-17,7,1,6
"2657",-17,7,1,5
"2658",-17,7,1,7
"2659",-17,7,1,7
"2660",-17,7,1,7
"2661",-6,-8,0,-6
"2662",-6,-8,1,-9
"2663",-6,-8,0,-6
"2664",-6,-8,0,-7
"2665",-6,-8,1,-8
"2666",-6,-8,0,-5
"2667",-6,-8,1,-10
"2668",-6,-8,0,-6
"2669",-6,-8,0,-6
"2670",-6,-8,0,-6
"2671",3,3,1,3
"2672",3,3,0,3
"2673",3,3,1,3
"2674",3,3,0,4
"2675",3,3,1,3
"2676",3,3,0,4
"2677",3,3,0,4
"2678",3,3,0,3
"2679",3,3,0,2
"2680",3,3,0,3
"2681",-3,-7,1,-6
"2682",-3,-7,0,-3
"2683",-3,-7,0,-3
"2684",-3,-7,1,-8
"2685",-3,-7,0,-2
"2686",-3,-7,1,-7
"2687",-3,-7,0,-2
"2688",-3,-7,0,-3
"2689",-3,-7,0,-2
"2690",-3,-7,0,-1
"2691",1,7,0,1
"2692",1,7,1,7
"2693",1,7,0,1
"2694",1,7,1,8
"2695",1,7,1,7
"2696",1,7,1,7
"2697",1,7,1,8
"2698",1,7,1,7
"2699",1,7,1,7
"2700",1,7,1,10
"2701",-5,1,1,1
"2702",-5,1,0,-5
"2703",-5,1,0,-5
"2704",-5,1,1,0
"2705",-5,1,1,0
"2706",-5,1,1,1
"2707",-5,1,1,3
"2708",-5,1,1,1
"2709",-5,1,1,2
"2710",-5,1,1,0
"2711",2,15,1,16
"2712",2,15,1,17
"2713",2,15,1,13
"2714",2,15,1,15
"2715",2,15,1,16
"2716",2,15,1,15
"2717",2,15,1,16
"2718",2,15,1,13
"2719",2,15,1,15
"2720",2,15,1,15
"2721",-2,8,1,9
"2722",-2,8,1,7
"2723",-2,8,1,8
"2724",-2,8,1,8
"2725",-2,8,1,7
"2726",-2,8,1,7
"2727",-2,8,1,7
"2728",-2,8,1,8
"2729",-2,8,1,8
"2730",-2,8,1,8
"2731",6,7,1,6
"2732",6,7,1,7
"2733",6,7,1,5
"2734",6,7,1,7
"2735",6,7,1,8
"2736",6,7,1,6
"2737",6,7,1,6
"2738",6,7,1,8
"2739",6,7,1,7
"2740",6,7,1,7
"2741",-1,1,1,-1
"2742",-1,1,0,-1
"2743",-1,1,1,0
"2744",-1,1,1,1
"2745",-1,1,1,1
"2746",-1,1,1,2
"2747",-1,1,1,4
"2748",-1,1,1,2
"2749",-1,1,1,0
"2750",-1,1,1,1
"2751",0,-4,1,-3
"2752",0,-4,0,0
"2753",0,-4,0,0
"2754",0,-4,0,-2
"2755",0,-4,0,0
"2756",0,-4,0,2
"2757",0,-4,0,2
"2758",0,-4,0,0
"2759",0,-4,0,1
"2760",0,-4,0,1
"2761",-6,-7,1,-6
"2762",-6,-7,0,-7
"2763",-6,-7,1,-9
"2764",-6,-7,0,-6
"2765",-6,-7,1,-6
"2766",-6,-7,0,-5
"2767",-6,-7,1,-8
"2768",-6,-7,0,-5
"2769",-6,-7,1,-7
"2770",-6,-7,0,-6
"2771",4,6,1,5
"2772",4,6,1,5
"2773",4,6,1,6
"2774",4,6,1,6
"2775",4,6,1,5
"2776",4,6,1,5
"2777",4,6,1,5
"2778",4,6,1,5
"2779",4,6,1,7
"2780",4,6,1,7
"2781",-4,0,1,0
"2782",-4,0,1,0
"2783",-4,0,1,0
"2784",-4,0,1,1
"2785",-4,0,1,1
"2786",-4,0,1,0
"2787",-4,0,1,-1
"2788",-4,0,1,2
"2789",-4,0,1,-1
"2790",-4,0,1,0
"2791",3,7,1,8
"2792",3,7,1,8
"2793",3,7,1,6
"2794",3,7,1,8
"2795",3,7,0,2
"2796",3,7,1,7
"2797",3,7,1,8
"2798",3,7,0,3
"2799",3,7,1,7
"2800",3,7,1,5
"2801",20,4,0,20
"2802",20,4,1,3
"2803",20,4,0,20
"2804",20,4,0,21
"2805",20,4,0,19
"2806",20,4,0,18
"2807",20,4,0,19
"2808",20,4,0,20
"2809",20,4,0,20
"2810",20,4,0,20
"2811",11,-9,0,12
"2812",11,-9,1,-11
"2813",11,-9,0,12
"2814",11,-9,0,10
"2815",11,-9,0,11
"2816",11,-9,0,13
"2817",11,-9,0,10
"2818",11,-9,0,11
"2819",11,-9,0,12
"2820",11,-9,0,10
"2821",9,5,0,11
"2822",9,5,1,6
"2823",9,5,0,8
"2824",9,5,1,7
"2825",9,5,0,8
"2826",9,5,1,4
"2827",9,5,0,9
"2828",9,5,0,9
"2829",9,5,0,8
"2830",9,5,0,10
"2831",-4,4,0,-5
"2832",-4,4,1,5
"2833",-4,4,1,3
"2834",-4,4,1,4
"2835",-4,4,1,3
"2836",-4,4,1,3
"2837",-4,4,1,4
"2838",-4,4,1,5
"2839",-4,4,1,2
"2840",-4,4,1,6
"2841",-2,23,0,-2
"2842",-2,23,1,23
"2843",-2,23,1,22
"2844",-2,23,1,23
"2845",-2,23,1,23
"2846",-2,23,1,22
"2847",-2,23,1,23
"2848",-2,23,1,21
"2849",-2,23,1,23
"2850",-2,23,1,22
"2851",1,11,0,0
"2852",1,11,1,11
"2853",1,11,1,10
"2854",1,11,1,11
"2855",1,11,1,10
"2856",1,11,1,11
"2857",1,11,1,11
"2858",1,11,1,13
"2859",1,11,1,10
"2860",1,11,1,10
"2861",8,13,0,7
"2862",8,13,1,14
"2863",8,13,1,13
"2864",8,13,1,13
"2865",8,13,1,12
"2866",8,13,1,12
"2867",8,13,1,14
"2868",8,13,1,13
"2869",8,13,1,13
"2870",8,13,1,13
"2871",-3,-9,0,-2
"2872",-3,-9,1,-11
"2873",-3,-9,0,-4
"2874",-3,-9,1,-9
"2875",-3,-9,0,-2
"2876",-3,-9,0,-3
"2877",-3,-9,0,-2
"2878",-3,-9,0,-4
"2879",-3,-9,0,-3
"2880",-3,-9,0,-3
"2881",-2,-5,0,-3
"2882",-2,-5,1,-5
"2883",-2,-5,0,-3
"2884",-2,-5,1,-5
"2885",-2,-5,0,-2
"2886",-2,-5,0,-2
"2887",-2,-5,0,-4
"2888",-2,-5,0,-1
"2889",-2,-5,0,-4
"2890",-2,-5,0,-1
"2891",1,-6,0,0
"2892",1,-6,1,-6
"2893",1,-6,0,1
"2894",1,-6,1,-8
"2895",1,-6,0,1
"2896",1,-6,0,1
"2897",1,-6,0,0
"2898",1,-6,0,2
"2899",1,-6,0,0
"2900",1,-6,0,1
"2901",-1,8,0,-1
"2902",-1,8,1,7
"2903",-1,8,1,9
"2904",-1,8,1,9
"2905",-1,8,1,9
"2906",-1,8,1,8
"2907",-1,8,1,8
"2908",-1,8,1,7
"2909",-1,8,1,8
"2910",-1,8,1,7
"2911",16,-2,0,16
"2912",16,-2,1,-1
"2913",16,-2,0,17
"2914",16,-2,0,15
"2915",16,-2,0,16
"2916",16,-2,0,16
"2917",16,-2,0,16
"2918",16,-2,0,16
"2919",16,-2,0,16
"2920",16,-2,0,17
"2921",12,-8,0,12
"2922",12,-8,0,12
"2923",12,-8,0,11
"2924",12,-8,0,13
"2925",12,-8,0,11
"2926",12,-8,0,13
"2927",12,-8,0,13
"2928",12,-8,0,12
"2929",12,-8,0,14
"2930",12,-8,0,11
"2931",14,1,0,15
"2932",14,1,0,14
"2933",14,1,0,14
"2934",14,1,0,13
"2935",14,1,0,16
"2936",14,1,0,14
"2937",14,1,0,13
"2938",14,1,0,16
"2939",14,1,0,15
"2940",14,1,0,13
"2941",5,1,0,5
"2942",5,1,1,2
"2943",5,1,0,5
"2944",5,1,0,6
"2945",5,1,0,7
"2946",5,1,0,5
"2947",5,1,0,7
"2948",5,1,0,6
"2949",5,1,0,4
"2950",5,1,0,6
"2951",1,-2,0,1
"2952",1,-2,1,-2
"2953",1,-2,0,1
"2954",1,-2,0,0
"2955",1,-2,0,1
"2956",1,-2,0,-1
"2957",1,-2,0,2
"2958",1,-2,0,1
"2959",1,-2,0,2
"2960",1,-2,0,0
"2961",-2,14,0,-2
"2962",-2,14,1,13
"2963",-2,14,1,14
"2964",-2,14,1,14
"2965",-2,14,1,14
"2966",-2,14,1,14
"2967",-2,14,1,13
"2968",-2,14,1,13
"2969",-2,14,1,12
"2970",-2,14,1,12
"2971",2,5,0,2
"2972",2,5,1,5
"2973",2,5,1,6
"2974",2,5,1,4
"2975",2,5,1,7
"2976",2,5,1,6
"2977",2,5,1,4
"2978",2,5,1,5
"2979",2,5,0,0
"2980",2,5,1,7
"2981",-7,1,0,-5
"2982",-7,1,1,4
"2983",-7,1,1,1
"2984",-7,1,1,2
"2985",-7,1,1,0
"2986",-7,1,1,1
"2987",-7,1,1,0
"2988",-7,1,1,2
"2989",-7,1,1,0
"2990",-7,1,1,1
"2991",-4,-4,0,-3
"2992",-4,-4,1,-5
"2993",-4,-4,0,-2
"2994",-4,-4,1,-4
"2995",-4,-4,0,-5
"2996",-4,-4,0,-3
"2997",-4,-4,0,-3
"2998",-4,-4,0,-4
"2999",-4,-4,0,-4
"3000",-4,-4,0,-4
"3001",-3,-22,0,-3
"3002",-3,-22,1,-23
"3003",-3,-22,0,-3
"3004",-3,-22,0,-3
"3005",-3,-22,1,-21
"3006",-3,-22,0,-4
"3007",-3,-22,0,-3
"3008",-3,-22,0,-5
"3009",-3,-22,1,-23
"3010",-3,-22,0,-3
"3011",0,1,0,1
"3012",0,1,1,1
"3013",0,1,1,3
"3014",0,1,1,1
"3015",0,1,1,2
"3016",0,1,0,1
"3017",0,1,0,0
"3018",0,1,1,3
"3019",0,1,1,2
"3020",0,1,1,1
"3021",-8,0,0,-7
"3022",-8,0,1,2
"3023",-8,0,1,2
"3024",-8,0,1,-1
"3025",-8,0,1,-1
"3026",-8,0,0,-8
"3027",-8,0,1,2
"3028",-8,0,1,0
"3029",-8,0,1,0
"3030",-8,0,1,0
"3031",3,0,1,-2
"3032",3,0,0,3
"3033",3,0,0,4
"3034",3,0,0,3
"3035",3,0,0,3
"3036",3,0,0,3
"3037",3,0,0,3
"3038",3,0,0,2
"3039",3,0,0,2
"3040",3,0,0,1
"3041",11,-6,1,-5
"3042",11,-6,0,10
"3043",11,-6,0,11
"3044",11,-6,0,11
"3045",11,-6,0,11
"3046",11,-6,0,12
"3047",11,-6,0,12
"3048",11,-6,0,11
"3049",11,-6,0,12
"3050",11,-6,0,12
"3051",9,-7,0,11
"3052",9,-7,1,-6
"3053",9,-7,0,10
"3054",9,-7,1,-6
"3055",9,-7,0,8
"3056",9,-7,0,9
"3057",9,-7,0,10
"3058",9,-7,0,9
"3059",9,-7,0,9
"3060",9,-7,0,10
"3061",3,-3,0,3
"3062",3,-3,1,-1
"3063",3,-3,0,0
"3064",3,-3,1,-4
"3065",3,-3,0,1
"3066",3,-3,0,2
"3067",3,-3,0,3
"3068",3,-3,0,3
"3069",3,-3,0,3
"3070",3,-3,0,3
"3071",-7,-2,0,-8
"3072",-7,-2,1,-1
"3073",-7,-2,1,-2
"3074",-7,-2,0,-7
"3075",-7,-2,1,-3
"3076",-7,-2,1,-2
"3077",-7,-2,1,-2
"3078",-7,-2,1,-1
"3079",-7,-2,1,-2
"3080",-7,-2,1,-1
"3081",13,0,0,12
"3082",13,0,1,0
"3083",13,0,0,13
"3084",13,0,0,14
"3085",13,0,0,12
"3086",13,0,0,12
"3087",13,0,0,12
"3088",13,0,0,13
"3089",13,0,0,14
"3090",13,0,0,14
"3091",-2,9,0,-1
"3092",-2,9,1,12
"3093",-2,9,1,10
"3094",-2,9,1,9
"3095",-2,9,1,10
"3096",-2,9,1,9
"3097",-2,9,1,8
"3098",-2,9,1,8
"3099",-2,9,1,9
"3100",-2,9,1,8
"3101",-8,1,0,-8
"3102",-8,1,1,-1
"3103",-8,1,1,1
"3104",-8,1,1,1
"3105",-8,1,1,2
"3106",-8,1,1,3
"3107",-8,1,1,-2
"3108",-8,1,1,1
"3109",-8,1,1,0
"3110",-8,1,1,0
"3111",7,15,1,15
"3112",7,15,0,8
"3113",7,15,1,14
"3114",7,15,0,7
"3115",7,15,1,15
"3116",7,15,1,14
"3117",7,15,1,14
"3118",7,15,1,15
"3119",7,15,1,16
"3120",7,15,1,17
"3121",-8,2,1,4
"3122",-8,2,0,-7
"3123",-8,2,1,2
"3124",-8,2,1,2
"3125",-8,2,1,4
"3126",-8,2,1,2
"3127",-8,2,1,1
"3128",-8,2,1,1
"3129",-8,2,1,1
"3130",-8,2,1,1
"3131",0,12,0,0
"3132",0,12,1,12
"3133",0,12,1,10
"3134",0,12,1,11
"3135",0,12,1,13
"3136",0,12,1,10
"3137",0,12,1,12
"3138",0,12,1,13
"3139",0,12,1,12
"3140",0,12,1,12
"3141",4,-3,0,3
"3142",4,-3,1,-3
"3143",4,-3,0,5
"3144",4,-3,1,-3
"3145",4,-3,0,4
"3146",4,-3,0,4
"3147",4,-3,0,0
"3148",4,-3,0,4
"3149",4,-3,0,4
"3150",4,-3,0,5
"3151",6,-7,0,5
"3152",6,-7,1,-7
"3153",6,-7,0,7
"3154",6,-7,0,6
"3155",6,-7,0,6
"3156",6,-7,0,7
"3157",6,-7,0,6
"3158",6,-7,0,5
"3159",6,-7,0,7
"3160",6,-7,0,7
"3161",-3,0,0,-2
"3162",-3,0,1,-1
"3163",-3,0,0,-4
"3164",-3,0,1,0
"3165",-3,0,1,1
"3166",-3,0,1,1
"3167",-3,0,1,1
"3168",-3,0,1,0
"3169",-3,0,1,0
"3170",-3,0,1,0
"3171",4,1,1,0
"3172",4,1,0,4
"3173",4,1,0,5
"3174",4,1,0,5
"3175",4,1,0,4
"3176",4,1,0,3
"3177",4,1,0,4
"3178",4,1,0,4
"3179",4,1,0,3
"3180",4,1,0,1
"3181",-4,-12,0,-4
"3182",-4,-12,1,-13
"3183",-4,-12,0,-6
"3184",-4,-12,1,-12
"3185",-4,-12,0,-4
"3186",-4,-12,0,-3
"3187",-4,-12,0,-4
"3188",-4,-12,0,-3
"3189",-4,-12,0,-4
"3190",-4,-12,0,-5
"3191",-17,5,0,-17
"3192",-17,5,1,5
"3193",-17,5,1,4
"3194",-17,5,1,6
"3195",-17,5,1,6
"3196",-17,5,1,6
"3197",-17,5,1,4
"3198",-17,5,1,4
"3199",-17,5,1,6
"3200",-17,5,1,4
"3201",6,8,0,5
"3202",6,8,0,4
"3203",6,8,1,7
"3204",6,8,1,6
"3205",6,8,1,5
"3206",6,8,1,8
"3207",6,8,1,8
"3208",6,8,0,5
"3209",6,8,1,8
"3210",6,8,1,7
"3211",11,-8,1,-9
"3212",11,-8,0,11
"3213",11,-8,0,11
"3214",11,-8,0,12
"3215",11,-8,0,10
"3216",11,-8,0,12
"3217",11,-8,0,10
"3218",11,-8,0,8
"3219",11,-8,0,10
"3220",11,-8,0,10
"3221",0,-11,1,-13
"3222",0,-11,0,2
"3223",0,-11,0,0
"3224",0,-11,0,-1
"3225",0,-11,1,-12
"3226",0,-11,0,1
"3227",0,-11,0,1
"3228",0,-11,0,1
"3229",0,-11,0,0
"3230",0,-11,0,0
"3231",-6,2,1,2
"3232",-6,2,0,-6
"3233",-6,2,1,0
"3234",-6,2,1,1
"3235",-6,2,1,2
"3236",-6,2,1,2
"3237",-6,2,1,2
"3238",-6,2,1,4
"3239",-6,2,1,2
