"","mu1","mu2","choice","reward"
"1127",-3,-1,0,-2
"1128",-3,-1,1,-2
"1129",-3,-1,1,2
"1130",-3,-1,1,1
"1131",-1,11,1,11
"1132",-1,11,0,-1
"1133",-1,11,1,10
"1134",-1,11,1,11
"1135",-1,11,1,11
"1136",-1,11,1,11
"1137",-1,11,1,10
"1138",-1,11,1,10
"1139",-1,11,1,13
"1140",-1,11,1,10
"1141",-4,4,1,6
"1142",-4,4,0,-4
"1143",-4,4,1,4
"1144",-4,4,1,4
"1145",-4,4,1,4
"1146",-4,4,1,4
"1147",-4,4,1,4
"1148",-4,4,1,4
"1149",-4,4,1,4
"1150",-4,4,1,4
"1151",-5,-3,1,-4
"1152",-5,-3,0,-6
"1153",-5,-3,1,-3
"1154",-5,-3,1,-2
"1155",-5,-3,1,-2
"1156",-5,-3,1,-3
"1157",-5,-3,1,-3
"1158",-5,-3,1,-2
"1159",-5,-3,1,-2
"1160",-5,-3,1,-2
"1161",-11,-2,1,-2
"1162",-11,-2,0,-12
"1163",-11,-2,1,0
"1164",-11,-2,1,-2
"1165",-11,-2,1,-2
"1166",-11,-2,1,-3
"1167",-11,-2,1,-3
"1168",-11,-2,1,-3
"1169",-11,-2,1,-3
"1170",-11,-2,1,-2
"1171",-7,-2,1,-4
"1172",-7,-2,0,-9
"1173",-7,-2,1,-2
"1174",-7,-2,1,-1
"1175",-7,-2,1,-2
"1176",-7,-2,1,-1
"1177",-7,-2,1,-5
"1178",-7,-2,1,-1
"1179",-7,-2,1,-3
"1180",-7,-2,1,-1
"1181",-8,-15,1,-15
"1182",-8,-15,0,-8
"1183",-8,-15,0,-8
"1184",-8,-15,0,-8
"1185",-8,-15,0,-7
"1186",-8,-15,0,-7
"1187",-8,-15,0,-7
"1188",-8,-15,0,-8
"1189",-8,-15,0,-9
"1190",-8,-15,0,-9
"1191",2,-8,1,-9
"1192",2,-8,0,2
"1193",2,-8,0,2
"1194",2,-8,0,1
"1195",2,-8,0,4
"1196",2,-8,0,2
"1197",2,-8,0,3
"1198",2,-8,0,0
"1199",2,-8,0,2
"1200",2,-8,0,3
"1201",-5,-6,1,-7
"1202",-5,-6,0,-5
"1203",-5,-6,1,-6
"1204",-5,-6,1,-4
"1205",-5,-6,0,-4
"1206",-5,-6,1,-5
"1207",-5,-6,1,-5
"1208",-5,-6,1,-7
"1209",-5,-6,1,-6
"1210",-5,-6,1,-6
"1211",-2,5,1,5
"1212",-2,5,1,3
"1213",-2,5,0,-3
"1214",-2,5,1,5
"1215",-2,5,1,8
"1216",-2,5,1,7
"1217",-2,5,1,4
"1218",-2,5,1,4
"1219",-2,5,1,5
"1220",-2,5,1,5
"1221",-3,7,1,8
"1222",-3,7,0,-3
"1223",-3,7,1,7
"1224",-3,7,1,6
"1225",-3,7,1,6
"1226",-3,7,1,7
"1227",-3,7,1,8
"1228",-3,7,1,7
"1229",-3,7,1,7
"1230",-3,7,1,8
"1231",-8,-9,1,-9
"1232",-8,-9,0,-7
"1233",-8,-9,0,-9
"1234",-8,-9,1,-10
"1235",-8,-9,0,-6
"1236",-8,-9,0,-10
"1237",-8,-9,1,-10
"1238",-8,-9,0,-8
"1239",-8,-9,1,-9
"1240",-8,-9,0,-7
"1241",-11,-8,0,-12
"1242",-11,-8,1,-9
"1243",-11,-8,0,-12
"1244",-11,-8,1,-8
"1245",-11,-8,1,-6
"1246",-11,-8,1,-7
"1247",-11,-8,1,-9
"1248",-11,-8,1,-6
"1249",-11,-8,1,-8
"1250",-11,-8,1,-8
"1251",1,12,1,12
"1252",1,12,0,2
"1253",1,12,1,12
"1254",1,12,1,13
"1255",1,12,1,12
"1256",1,12,1,13
"1257",1,12,1,13
"1258",1,12,1,10
"1259",1,12,1,13
"1260",1,12,1,13
"1261",-16,-11,1,-12
"1262",-16,-11,0,-16
"1263",-16,-11,1,-11
"1264",-16,-11,0,-16
"1265",-16,-11,1,-10
"1266",-16,-11,1,-12
"1267",-16,-11,1,-12
"1268",-16,-11,1,-11
"1269",-16,-11,1,-10
"1270",-16,-11,1,-10
"1271",-10,-6,1,-6
"1272",-10,-6,0,-13
"1273",-10,-6,1,-5
"1274",-10,-6,1,-5
"1275",-10,-6,1,-6
"1276",-10,-6,1,-5
"1277",-10,-6,1,-6
"1278",-10,-6,1,-5
"1279",-10,-6,1,-6
"1280",-10,-6,1,-7
"1281",-1,-6,1,-5
"1282",-1,-6,0,-1
"1283",-1,-6,0,-2
"1284",-1,-6,0,-2
"1285",-1,-6,0,-1
"1286",-1,-6,0,0
"1287",-1,-6,0,1
"1288",-1,-6,0,-3
"1289",-1,-6,0,0
"1290",-1,-6,0,-1
"1291",6,5,0,7
"1292",6,5,1,7
"1293",6,5,0,4
"1294",6,5,1,7
"1295",6,5,1,3
"1296",6,5,0,7
"1297",6,5,0,6
"1298",6,5,0,7
"1299",6,5,0,6
"1300",6,5,0,6
"1301",7,-14,0,6
"1302",7,-14,1,-13
"1303",7,-14,0,6
"1304",7,-14,0,8
"1305",7,-14,0,7
"1306",7,-14,0,8
"1307",7,-14,0,6
"1308",7,-14,0,6
"1309",7,-14,0,6
"1310",7,-14,0,8
"1311",7,-2,1,0
"1312",7,-2,0,7
"1313",7,-2,0,6
"1314",7,-2,0,8
"1315",7,-2,0,5
"1316",7,-2,0,6
"1317",7,-2,0,7
"1318",7,-2,0,6
"1319",7,-2,0,8
"1320",7,-2,0,8
"1321",6,6,0,5
"1322",6,6,1,4
"1323",6,6,0,7
"1324",6,6,1,7
"1325",6,6,0,6
"1326",6,6,1,4
"1327",6,6,0,7
"1328",6,6,0,5
"1329",6,6,0,8
"1330",6,6,0,7
"1331",-16,-20,0,-16
"1332",-16,-20,1,-20
"1333",-16,-20,0,-15
"1334",-16,-20,1,-21
"1335",-16,-20,0,-14
"1336",-16,-20,0,-16
"1337",-16,-20,0,-17
"1338",-16,-20,0,-16
"1339",-16,-20,0,-16
"1340",-16,-20,0,-17
"1341",5,1,0,6
"1342",5,1,1,0
"1343",5,1,0,5
"1344",5,1,0,6
"1345",5,1,0,6
"1346",5,1,0,5
"1347",5,1,0,3
"1348",5,1,0,4
"1349",5,1,0,5
"1350",5,1,0,5
"1351",-14,4,0,-14
"1352",-14,4,1,3
"1353",-14,4,1,3
"1354",-14,4,1,4
"1355",-14,4,1,2
"1356",-14,4,1,4
"1357",-14,4,1,6
"1358",-14,4,1,4
"1359",-14,4,1,4
"1360",-14,4,1,3
"1361",-9,-4,0,-10
"1362",-9,-4,1,-4
"1363",-9,-4,0,-10
"1364",-9,-4,1,-4
"1365",-9,-4,1,-4
"1366",-9,-4,1,-5
"1367",-9,-4,1,-5
"1368",-9,-4,1,-5
"1369",-9,-4,1,-5
"1370",-9,-4,1,-5
"1371",12,6,0,13
"1372",12,6,1,5
"1373",12,6,0,11
"1374",12,6,0,13
"1375",12,6,0,11
"1376",12,6,0,12
"1377",12,6,0,12
"1378",12,6,0,11
"1379",12,6,0,13
"1380",12,6,0,13
"1381",8,2,0,8
"1382",8,2,1,4
"1383",8,2,0,8
"1384",8,2,0,8
"1385",8,2,0,9
"1386",8,2,0,9
"1387",8,2,0,8
"1388",8,2,0,8
"1389",8,2,0,9
"1390",8,2,0,9
"1391",14,1,0,13
"1392",14,1,1,0
"1393",14,1,0,15
"1394",14,1,0,14
"1395",14,1,0,15
"1396",14,1,0,15
"1397",14,1,0,15
"1398",14,1,0,16
"1399",14,1,0,15
"1400",14,1,0,15
"1401",-10,12,0,-11
"1402",-10,12,1,11
"1403",-10,12,1,13
"1404",-10,12,1,12
"1405",-10,12,1,10
"1406",-10,12,0,-11
"1407",-10,12,1,11
"1408",-10,12,1,13
"1409",-10,12,1,13
"1410",-10,12,1,12
"1411",2,-1,0,3
"1412",2,-1,1,0
"1413",2,-1,1,-1
"1414",2,-1,0,3
"1415",2,-1,0,1
"1416",2,-1,0,2
"1417",2,-1,1,1
"1418",2,-1,1,-1
"1419",2,-1,0,1
"1420",2,-1,0,2
"1421",-2,-2,0,-2
"1422",-2,-2,0,-3
"1423",-2,-2,0,-3
"1424",-2,-2,1,-1
"1425",-2,-2,1,0
"1426",-2,-2,1,-1
"1427",-2,-2,1,-2
"1428",-2,-2,1,-3
"1429",-2,-2,1,-1
"1430",-2,-2,0,-2
"1431",-8,-7,0,-7
"1432",-8,-7,1,-6
"1433",-8,-7,1,-8
"1434",-8,-7,0,-7
"1435",-8,-7,0,-9
"1436",-8,-7,1,-8
"1437",-8,-7,1,-7
"1438",-8,-7,1,-6
"1439",-8,-7,1,-6
"1440",-8,-7,0,-9
"1441",7,-8,0,8
"1442",7,-8,0,7
"1443",7,-8,1,-7
"1444",7,-8,1,-9
"1445",7,-8,0,7
"1446",7,-8,0,7
"1447",7,-8,0,9
"1448",7,-8,0,7
"1449",7,-8,0,7
"1450",7,-8,0,7
"1451",-6,-5,0,-8
"1452",-6,-5,1,-5
"1453",-6,-5,0,-6
"1454",-6,-5,1,-5
"1455",-6,-5,1,-5
"1456",-6,-5,0,-6
"1457",-6,-5,1,-6
"1458",-6,-5,1,-5
"1459",-6,-5,1,-6
"1460",-6,-5,1,-4
"1461",-3,8,0,-2
"1462",-3,8,0,-4
"1463",-3,8,1,8
"1464",-3,8,1,8
"1465",-3,8,1,9
"1466",-3,8,1,8
"1467",-3,8,1,7
"1468",-3,8,1,6
"1469",-3,8,1,11
"1470",-3,8,1,6
"1471",-10,-13,0,-10
"1472",-10,-13,1,-14
"1473",-10,-13,1,-13
"1474",-10,-13,0,-11
"1475",-10,-13,0,-10
"1476",-10,-13,0,-12
"1477",-10,-13,1,-13
"1478",-10,-13,0,-10
"1479",-10,-13,0,-12
"1480",-10,-13,0,-9
"1481",-14,-5,0,-14
"1482",-14,-5,0,-15
"1483",-14,-5,1,-4
"1484",-14,-5,1,-4
"1485",-14,-5,1,-6
"1486",-14,-5,1,-4
"1487",-14,-5,1,-4
"1488",-14,-5,1,-5
"1489",-14,-5,1,-5
"1490",-14,-5,1,-5
"1491",0,2,0,0
"1492",0,2,0,-1
"1493",0,2,1,3
"1494",0,2,1,2
"1495",0,2,1,1
"1496",0,2,1,3
"1497",0,2,1,4
"1498",0,2,1,3
"1499",0,2,0,0
"1500",0,2,1,2
"1501",2,17,0,2
"1502",2,17,0,0
"1503",2,17,1,18
"1504",2,17,1,18
"1505",2,17,1,18
"1506",2,17,1,16
"1507",2,17,1,19
"1508",2,17,1,16
"1509",2,17,1,18
"1510",2,17,1,18
"1511",-8,-11,0,-7
"1512",-8,-11,1,-10
"1513",-8,-11,0,-9
"1514",-8,-11,1,-11
"1515",-8,-11,0,-9
"1516",-8,-11,0,-6
"1517",-8,-11,0,-9
"1518",-8,-11,0,-8
"1519",-8,-11,0,-7
"1520",-8,-11,0,-9
"1521",-7,2,0,-6
"1522",-7,2,1,2
"1523",-7,2,1,3
"1524",-7,2,0,-7
"1525",-7,2,1,1
"1526",-7,2,1,2
"1527",-7,2,1,4
"1528",-7,2,1,1
"1529",-7,2,1,1
"1530",-7,2,1,0
"1531",5,1,0,4
"1532",5,1,1,2
"1533",5,1,1,1
"1534",5,1,0,6
"1535",5,1,0,4
"1536",5,1,0,5
"1537",5,1,0,3
"1538",5,1,0,5
"1539",5,1,0,4
"1540",5,1,0,5
"1541",-8,-6,0,-9
"1542",-8,-6,1,-6
"1543",-8,-6,1,-5
"1544",-8,-6,1,-6
"1545",-8,-6,0,-9
"1546",-8,-6,1,-7
"1547",-8,-6,1,-6
"1548",-8,-6,1,-5
"1549",-8,-6,1,-6
"1550",-8,-6,1,-6
"1551",-7,10,0,-7
"1552",-7,10,1,9
"1553",-7,10,1,9
"1554",-7,10,1,11
"1555",-7,10,1,11
"1556",-7,10,1,9
"1557",-7,10,1,10
"1558",-7,10,1,11
"1559",-7,10,1,9
"1560",-7,10,1,11
"1561",1,-4,1,-5
"1562",1,-4,0,2
"1563",1,-4,0,2
"1564",1,-4,0,2
"1565",1,-4,0,1
"1566",1,-4,0,0
"1567",1,-4,0,-1
"1568",1,-4,0,1
"1569",1,-4,0,1
"1570",1,-4,0,1
"1571",-7,7,0,-7
"1572",-7,7,1,8
"1573",-7,7,1,8
"1574",-7,7,1,7
"1575",-7,7,1,5
"1576",-7,7,1,7
"1577",-7,7,1,7
"1578",-7,7,1,7
"1579",-7,7,1,9
"1580",-7,7,1,8
"1581",-4,1,1,0
"1582",-4,1,0,-4
"1583",-4,1,1,1
"1584",-4,1,1,0
"1585",-4,1,1,3
"1586",-4,1,1,1
"1587",-4,1,0,-4
"1588",-4,1,1,0
"1589",-4,1,1,0
"1590",-4,1,1,1
"1591",-8,0,1,1
"1592",-8,0,0,-9
"1593",-8,0,1,-1
"1594",-8,0,1,0
"1595",-8,0,1,-1
"1596",-8,0,1,-1
"1597",-8,0,1,0
"1598",-8,0,1,-1
"1599",-8,0,1,-1
"1600",-8,0,1,-2
"1601",2,12,1,12
"1602",2,12,0,1
"1603",2,12,1,11
"1604",2,12,1,11
"1605",2,12,1,12
"1606",2,12,1,12
"1607",2,12,1,11
"1608",2,12,1,14
"1609",2,12,1,11
"1610",2,12,1,12
"1611",-1,1,1,2
"1612",-1,1,0,-1
"1613",-1,1,1,2
"1614",-1,1,0,0
"1615",-1,1,1,1
"1616",-1,1,0,0
"1617",-1,1,1,3
"1618",-1,1,1,1
"1619",-1,1,1,1
"1620",-1,1,1,0
"1621",5,10,0,4
"1622",5,10,1,9
"1623",5,10,1,10
"1624",5,10,1,8
"1625",5,10,1,9
"1626",5,10,1,10
"1627",5,10,1,9
"1628",5,10,1,12
"1629",5,10,1,11
"1630",5,10,1,10
"1631",-13,-7,1,-7
"1632",-13,-7,0,-15
"1633",-13,-7,1,-7
"1634",-13,-7,1,-6
"1635",-13,-7,1,-7
"1636",-13,-7,0,-12
"1637",-13,-7,1,-7
"1638",-13,-7,1,-7
"1639",-13,-7,1,-7
"1640",-13,-7,1,-7
"1641",-13,5,1,4
"1642",-13,5,0,-13
"1643",-13,5,1,5
"1644",-13,5,1,6
"1645",-13,5,1,3
"1646",-13,5,1,5
"1647",-13,5,1,3
"1648",-13,5,1,6
"1649",-13,5,1,5
"1650",-13,5,1,4
"1651",22,-6,0,22
"1652",22,-6,0,23
"1653",22,-6,0,23
"1654",22,-6,1,-5
"1655",22,-6,0,22
"1656",22,-6,0,22
"1657",22,-6,0,20
"1658",22,-6,0,19
"1659",22,-6,0,23
"1660",22,-6,0,21
"1661",5,-5,0,6
"1662",5,-5,1,-5
"1663",5,-5,0,5
"1664",5,-5,0,5
"1665",5,-5,0,6
"1666",5,-5,0,4
"1667",5,-5,0,6
"1668",5,-5,0,4
"1669",5,-5,0,4
"1670",5,-5,0,4
"1671",10,7,1,5
"1672",10,7,0,9
"1673",10,7,0,9
"1674",10,7,0,8
"1675",10,7,0,10
"1676",10,7,0,11
"1677",10,7,0,9
"1678",10,7,0,10
"1679",10,7,0,10
"1680",10,7,0,10
"1681",10,-6,0,10
"1682",10,-6,1,-7
"1683",10,-6,0,10
"1684",10,-6,0,10
"1685",10,-6,0,10
"1686",10,-6,0,8
"1687",10,-6,0,9
"1688",10,-6,0,9
"1689",10,-6,0,11
"1690",10,-6,0,11
"1691",6,4,1,3
"1692",6,4,1,5
"1693",6,4,0,4
"1694",6,4,1,4
"1695",6,4,0,4
"1696",6,4,1,3
"1697",6,4,0,7
"1698",6,4,0,4
"1699",6,4,0,6
"1700",6,4,0,7
"1701",8,12,1,13
"1702",8,12,1,12
"1703",8,12,1,13
"1704",8,12,0,8
"1705",8,12,1,13
"1706",8,12,0,8
"1707",8,12,1,13
"1708",8,12,1,12
"1709",8,12,1,12
"1710",8,12,1,12
"1711",0,-3,0,1
"1712",0,-3,1,-4
"1713",0,-3,0,0
"1714",0,-3,0,0
"1715",0,-3,0,-1
"1716",0,-3,1,-3
"1717",0,-3,0,0
"1718",0,-3,0,-1
"1719",0,-3,0,-1
"1720",0,-3,0,-2
"1721",2,11,0,3
"1722",2,11,0,1
"1723",2,11,1,10
"1724",2,11,1,13
"1725",2,11,1,11
"1726",2,11,1,11
"1727",2,11,1,11
"1728",2,11,1,10
"1729",2,11,1,11
"1730",2,11,1,10
"1731",-16,-4,1,-6
"1732",-16,-4,0,-16
"1733",-16,-4,1,-5
"1734",-16,-4,1,-3
"1735",-16,-4,1,-6
"1736",-16,-4,1,-5
"1737",-16,-4,1,-3
"1738",-16,-4,1,-5
"1739",-16,-4,1,-5
"1740",-16,-4,1,-5
"1741",10,5,1,5
"1742",10,5,0,8
"1743",10,5,0,9
"1744",10,5,0,9
"1745",10,5,0,10
"1746",10,5,0,9
"1747",10,5,0,10
"1748",10,5,0,12
"1749",10,5,0,11
"1750",10,5,0,10
"1751",-18,-11,1,-11
"1752",-18,-11,0,-19
"1753",-18,-11,1,-12
"1754",-18,-11,1,-10
"1755",-18,-11,1,-11
"1756",-18,-11,1,-11
"1757",-18,-11,1,-10
"1758",-18,-11,1,-10
"1759",-18,-11,1,-10
"1760",-18,-11,1,-12
"1761",0,13,1,15
"1762",0,13,0,0
"1763",0,13,1,12
"1764",0,13,1,12
"1765",0,13,1,13
"1766",0,13,1,13
"1767",0,13,1,14
"1768",0,13,1,14
"1769",0,13,1,15
"1770",0,13,1,12
"1771",-6,15,0,-6
"1772",-6,15,1,15
"1773",-6,15,1,14
"1774",-6,15,1,14
"1775",-6,15,1,15
"1776",-6,15,1,14
"1777",-6,15,1,15
"1778",-6,15,1,18
"1779",-6,15,1,15
"1780",-6,15,1,15
"1781",0,-1,1,0
"1782",0,-1,0,2
"1783",0,-1,0,0
"1784",0,-1,1,0
"1785",0,-1,0,0
"1786",0,-1,1,0
"1787",0,-1,0,0
"1788",0,-1,0,-1
"1789",0,-1,0,-1
"1790",0,-1,1,-2
"1791",-1,-3,0,-1
"1792",-1,-3,1,-3
"1793",-1,-3,0,0
"1794",-1,-3,0,0
"1795",-1,-3,0,-3
"1796",-1,-3,0,-1
"1797",-1,-3,0,0
"1798",-1,-3,0,-2
"1799",-1,-3,0,-2
"1800",-1,-3,0,-1
"1801",5,-4,0,6
"1802",5,-4,0,6
"1803",5,-4,0,4
"1804",5,-4,1,-4
"1805",5,-4,0,6
"1806",5,-4,0,5
"1807",5,-4,0,4
"1808",5,-4,0,5
"1809",5,-4,0,5
"1810",5,-4,0,6
"1811",10,2,1,2
"1812",10,2,0,11
"1813",10,2,0,11
"1814",10,2,0,9
"1815",10,2,0,11
"1816",10,2,0,10
"1817",10,2,0,9
"1818",10,2,0,9
"1819",10,2,0,10
"1820",10,2,0,10
"1821",10,-8,1,-8
"1822",10,-8,0,9
"1823",10,-8,0,12
"1824",10,-8,0,11
"1825",10,-8,0,12
"1826",10,-8,0,10
"1827",10,-8,0,10
"1828",10,-8,0,10
"1829",10,-8,0,10
"1830",10,-8,0,9
"1831",8,0,0,7
"1832",8,0,1,0
"1833",8,0,0,9
"1834",8,0,0,9
"1835",8,0,0,8
"1836",8,0,0,7
"1837",8,0,0,7
"1838",8,0,0,10
"1839",8,0,0,10
"1840",8,0,0,8
"1841",6,-3,0,6
"1842",6,-3,1,-3
"1843",6,-3,0,6
"1844",6,-3,0,6
"1845",6,-3,0,7
"1846",6,-3,0,7
"1847",6,-3,0,9
"1848",6,-3,0,7
"1849",6,-3,0,6
"1850",6,-3,0,7
"1851",-2,-3,0,-2
"1852",-2,-3,1,-3
"1853",-2,-3,0,-3
"1854",-2,-3,1,-3
"1855",-2,-3,1,-4
"1856",-2,-3,0,0
"1857",-2,-3,0,-2
"1858",-2,-3,0,-2
"1859",-2,-3,1,-3
"1860",-2,-3,0,-1
"1861",9,6,0,9
"1862",9,6,1,5
"1863",9,6,0,9
"1864",9,6,0,7
"1865",9,6,0,9
"1866",9,6,0,8
"1867",9,6,0,9
"1868",9,6,0,8
"1869",9,6,0,9
"1870",9,6,0,9
"1871",6,18,0,7
"1872",6,18,1,18
"1873",6,18,1,18
"1874",6,18,1,18
"1875",6,18,1,17
"1876",6,18,1,19
"1877",6,18,1,19
"1878",6,18,1,16
"1879",6,18,1,17
"1880",6,18,1,19
"1881",-11,4,1,4
"1882",-11,4,0,-12
"1883",-11,4,1,4
"1884",-11,4,1,3
"1885",-11,4,1,4
"1886",-11,4,1,5
"1887",-11,4,1,3
"1888",-11,4,1,5
"1889",-11,4,1,4
"1890",-11,4,1,4
"1891",-4,-2,0,-5
"1892",-4,-2,1,0
"1893",-4,-2,1,-1
"1894",-4,-2,0,-5
"1895",-4,-2,1,-2
"1896",-4,-2,1,-3
"1897",-4,-2,1,0
"1898",-4,-2,1,-3
"1899",-4,-2,0,-5
"1900",-4,-2,1,-2
"1901",-2,26,1,26
"1902",-2,26,1,26
"1903",-2,26,1,27
"1904",-2,26,1,25
"1905",-2,26,1,27
"1906",-2,26,1,26
"1907",-2,26,1,27
"1908",-2,26,1,27
"1909",-2,26,1,25
"1910",-2,26,1,26
"1911",-3,-8,1,-7
"1912",-3,-8,0,-2
"1913",-3,-8,0,-2
"1914",-3,-8,0,-5
"1915",-3,-8,1,-6
"1916",-3,-8,0,-4
"1917",-3,-8,0,-3
"1918",-3,-8,0,-3
"1919",-3,-8,0,-4
"1920",-3,-8,0,-3
"1921",23,5,0,21
"1922",23,5,0,23
"1923",23,5,0,22
"1924",23,5,0,23
"1925",23,5,0,22
"1926",23,5,0,23
"1927",23,5,0,23
"1928",23,5,0,22
"1929",23,5,0,24
"1930",23,5,0,23
"1931",-1,-3,0,-2
"1932",-1,-3,1,-4
"1933",-1,-3,0,0
"1934",-1,-3,0,0
"1935",-1,-3,0,-1
"1936",-1,-3,0,-1
"1937",-1,-3,0,-3
"1938",-1,-3,0,-2
"1939",-1,-3,0,1
"1940",-1,-3,0,-2
"1941",-1,6,0,-1
"1942",-1,6,1,5
"1943",-1,6,1,7
"1944",-1,6,1,4
"1945",-1,6,1,6
"1946",-1,6,1,6
"1947",-1,6,1,6
"1948",-1,6,1,5
"1949",-1,6,1,6
"1950",-1,6,1,7
"1951",18,4,1,5
"1952",18,4,0,19
"1953",18,4,0,19
"1954",18,4,0,18
"1955",18,4,0,18
"1956",18,4,0,20
"1957",18,4,0,20
"1958",18,4,0,17
"1959",18,4,0,17
"1960",18,4,0,19
"1961",8,-4,0,8
"1962",8,-4,1,-5
"1963",8,-4,0,9
"1964",8,-4,0,8
"1965",8,-4,0,8
"1966",8,-4,0,9
"1967",8,-4,0,8
"1968",8,-4,0,7
"1969",8,-4,0,8
"1970",8,-4,0,7
"1971",2,-13,0,1
"1972",2,-13,1,-14
"1973",2,-13,0,1
"1974",2,-13,0,1
"1975",2,-13,0,2
"1976",2,-13,0,1
"1977",2,-13,0,2
"1978",2,-13,0,3
"1979",2,-13,0,2
"1980",2,-13,0,1
"1981",-6,-6,0,-6
"1982",-6,-6,1,-7
"1983",-6,-6,0,-7
"1984",-6,-6,1,-7
"1985",-6,-6,0,-6
"1986",-6,-6,0,-6
"1987",-6,-6,0,-5
"1988",-6,-6,0,-6
"1989",-6,-6,0,-7
"1990",-6,-6,0,-6
"1991",-1,-3,0,-1
"1992",-1,-3,1,-3
"1993",-1,-3,0,-2
"1994",-1,-3,0,-1
"1995",-1,-3,0,-1
"1996",-1,-3,0,-2
"1997",-1,-3,0,-1
"1998",-1,-3,0,-1
"1999",-1,-3,0,-2
"2000",-1,-3,0,0
"2001",-17,-1,1,0
"2002",-17,-1,0,-16
"2003",-17,-1,1,-1
"2004",-17,-1,1,0
"2005",-17,-1,1,-1
"2006",-17,-1,1,0
"2007",-17,-1,0,-17
"2008",-17,-1,1,-1
"2009",-17,-1,1,-1
"2010",-17,-1,1,-1
"2011",-5,5,0,-5
"2012",-5,5,0,-4
"2013",-5,5,1,4
"2014",-5,5,1,4
"2015",-5,5,1,4
"2016",-5,5,1,5
"2017",-5,5,1,6
"2018",-5,5,1,5
"2019",-5,5,1,2
"2020",-5,5,1,6
"2021",-1,2,1,3
"2022",-1,2,1,3
"2023",-1,2,1,1
"2024",-1,2,1,0
"2025",-1,2,1,2
"2026",-1,2,1,1
"2027",-1,2,1,3
"2028",-1,2,1,3
"2029",-1,2,1,1
"2030",-1,2,1,1
"2031",4,17,1,17
"2032",4,17,1,16
"2033",4,17,1,16
"2034",4,17,1,18
"2035",4,17,1,17
"2036",4,17,1,18
"2037",4,17,1,15
"2038",4,17,1,17
"2039",4,17,1,14
"2040",4,17,1,15
"2041",3,3,1,2
"2042",3,3,1,3
"2043",3,3,1,3
"2044",3,3,1,4
"2045",3,3,1,3
"2046",3,3,1,2
"2047",3,3,1,3
"2048",3,3,1,4
"2049",3,3,1,3
"2050",3,3,1,2
"2051",1,6,1,5
"2052",1,6,1,5
"2053",1,6,1,6
"2054",1,6,1,8
"2055",1,6,1,6
"2056",1,6,1,6
"2057",1,6,1,7
"2058",1,6,1,4
"2059",1,6,1,6
"2060",1,6,1,6
"2061",-6,6,1,5
"2062",-6,6,1,6
"2063",-6,6,1,5
"2064",-6,6,1,6
"2065",-6,6,1,7
"2066",-6,6,1,7
"2067",-6,6,1,8
"2068",-6,6,1,7
"2069",-6,6,1,5
"2070",-6,6,1,8
"2071",10,2,1,0
"2072",10,2,1,2
"2073",10,2,1,2
"2074",10,2,1,2
"2075",10,2,1,2
"2076",10,2,0,9
"2077",10,2,0,10
"2078",10,2,0,11
"2079",10,2,0,10
"2080",10,2,0,10
"2081",14,4,0,13
"2082",14,4,0,13
"2083",14,4,0,14
"2084",14,4,0,13
"2085",14,4,0,14
"2086",14,4,0,15
"2087",14,4,0,13
"2088",14,4,0,14
"2089",14,4,0,13
"2090",14,4,0,14
"2091",-1,-6,0,-1
"2092",-1,-6,1,-7
"2093",-1,-6,0,-1
"2094",-1,-6,0,-2
"2095",-1,-6,0,1
"2096",-1,-6,0,1
"2097",-1,-6,0,1
"2098",-1,-6,1,-4
"2099",-1,-6,0,0
"2100",-1,-6,0,1
"2101",-1,-17,1,-18
"2102",-1,-17,0,1
"2103",-1,-17,0,-1
"2104",-1,-17,1,-16
"2105",-1,-17,0,0
"2106",-1,-17,0,-2
"2107",-1,-17,0,0
"2108",-1,-17,0,-1
"2109",-1,-17,0,0
"2110",-1,-17,0,0
"2111",19,6,0,19
"2112",19,6,0,19
"2113",19,6,0,18
"2114",19,6,0,18
"2115",19,6,0,19
"2116",19,6,0,19
"2117",19,6,0,19
"2118",19,6,0,21
"2119",19,6,0,18
"2120",19,6,0,17
"2121",10,-11,0,10
"2122",10,-11,0,10
"2123",10,-11,0,10
"2124",10,-11,0,10
"2125",10,-11,0,9
"2126",10,-11,0,9
"2127",10,-11,0,9
"2128",10,-11,0,10
"2129",10,-11,0,12
"2130",10,-11,0,9
"2131",-3,-7,0,-3
"2132",-3,-7,1,-6
"2133",-3,-7,0,-2
"2134",-3,-7,0,-2
"2135",-3,-7,1,-8
"2136",-3,-7,0,-2
"2137",-3,-7,0,-2
"2138",-3,-7,0,-3
"2139",-3,-7,1,-8
"2140",-3,-7,0,-2
"2141",-4,3,0,-6
"2142",-4,3,1,3
"2143",-4,3,1,1
"2144",-4,3,1,4
"2145",-4,3,1,1
"2146",-4,3,1,4
"2147",-4,3,1,4
"2148",-4,3,1,3
"2149",-4,3,1,3
"2150",-4,3,1,4
"2151",-1,-9,1,-9
"2152",-1,-9,0,-2
"2153",-1,-9,0,-1
"2154",-1,-9,1,-9
"2155",-1,-9,0,-2
"2156",-1,-9,0,-1
"2157",-1,-9,0,0
"2158",-1,-9,0,-2
"2159",-1,-9,0,-3
"2160",-1,-9,0,0
"2161",1,-2,0,1
"2162",1,-2,1,-3
"2163",1,-2,0,1
"2164",1,-2,1,-3
"2165",1,-2,0,0
"2166",1,-2,0,0
"2167",1,-2,1,0
"2168",1,-2,1,-1
"2169",1,-2,0,0
